title,total_sales,critic_score,popularity
Major League Baseball 2K10,1.11,5.6,Menos popular
Major League Baseball 2K6,1.43,6.9,Moderadamente popular
Major League Baseball 2K7,0.09,6.3,Menos popular
Major League Baseball 2K8,0.03,6.5,Menos popular
Major League Baseball 2K9,0.09,6.0,Menos popular
Major Minor's Majestic March,0.05,4.5,Menos popular
Makai Kingdom: Chronicles of the Sacred Tome,0.12,7.9,Menos popular
Mall Tycoon,0.0,4.7,Menos popular
Mall Tycoon 3,0.0,6.8,Menos popular
Mana Khemia 2: Fall of Alchemy,0.2,8.2,Moderadamente popular
Mana Khemia: Alchemists of Al-Revis,0.06,6.6,Menos popular
Mana Khemia: Alchemists of Al-Revis (JP sales),0.04,6.6,Menos popular
Mana Khemia: Student Alliance,0.11,3.2,Menos popular
Manhunt,1.47,7.85,Muy popular
Manhunt 2,0.54,5.8,Menos popular
Marble Saga: Kororinpa,0.16,7.4,Moderadamente popular
Mario & Sonic at the London 2012 Olympic Games,1.19,6.5,Menos popular
Mario & Sonic at the Olympic Games,5.1,7.0,Moderadamente popular
Mario & Sonic at the Olympic Winter Games,8.01,7.199999999999999,Moderadamente popular
Mario & Sonic at the Sochi 2014 Olympic Winter Games,0.8,5.9,Menos popular
Mario Golf: World Tour,0.49,8.1,Moderadamente popular
Mario Party: Star Rush,0.87,6.2,Menos popular
Mario Party: The Top 100,0.69,5.0,Menos popular
Mario Sports Superstars,0.46,6.0,Menos popular
Mario Tennis Ultra Smash,0.54,6.1,Menos popular
Mario vs. Donkey Kong: Tipping Stars,0.1,6.45,Menos popular
Marvel Nemesis: Rise of the Imperfects,0.7,6.4,Menos popular
Marvel Super Hero Squad: The Infinity Gauntlet,0.1,4.8,Menos popular
Marvel vs. Capcom 2,0.9,8.6,Muy popular
Marvel vs. Capcom 3: Fate of Two Worlds,2.43,8.3,Muy popular
Marvel vs. Capcom: Clash of Super Heroes,0.1,8.5,Menos popular
Marvel: Ultimate Alliance,4.4799999999999995,7.983333333333333,Muy popular
Marvel: Ultimate Alliance 2,1.96,6.933333333333334,Moderadamente popular
Mass Effect,3.58,9.149999999999999,Muy popular
Mass Effect 2,4.95,9.466666666666667,Muy popular
Mass Effect 3,4.78,9.200000000000001,Muy popular
Master of the Monster Lair,0.11,6.9,Menos popular
Mat Hoffman's Pro BMX 2,0.46,8.1,Moderadamente popular
Matt Hazard: Blood Bath and Beyond,0.0,6.6,Menos popular
Max Payne,4.58,8.425,Muy popular
Max Payne 2: The Fall of Max Payne,2.0100000000000002,8.166666666666666,Muy popular
Maximo: Ghosts to Glory,0.77,8.7,Muy popular
Me & My Katamari,0.23,7.2,Moderadamente popular
Mech Platoon,0.0,7.6,Menos popular
Medabots: Infinity,0.05,5.4,Menos popular
Medal of Honor,8.129999999999999,7.766666666666667,Moderadamente popular
Medal of Honor European Assault,0.25,7.9,Moderadamente popular
Medal of Honor Heroes,2.66,6.7,Moderadamente popular
Medal of Honor Heroes 2,1.16,6.6,Moderadamente popular
Medal of Honor: Allied Assault,0.0,9.3,Menos popular
Medal of Honor: Frontline,7.42,8.5,Muy popular
Medal of Honor: Rising Sun,5.55,6.25,Menos popular
MediEvil: Resurrection,0.82,6.5,Menos popular
Medieval Moves: Deadmund's Quest,0.28,7.0,Moderadamente popular
Medieval: Total War,0.0,9.0,Menos popular
Mega Man 11,0.36,8.0,Moderadamente popular
Mega Man Anniversary Collection,0.42,7.5,Moderadamente popular
Mega Man Legacy Collection 1+2,0.25,8.5,Moderadamente popular
Mega Man Maverick Hunter X,0.31,7.9,Moderadamente popular
Mega Man Powered Up,0.14,8.7,Menos popular
Mega Man Star Force 3: Black Ace / Red Joker,0.46,5.7,Menos popular
Mega Man X Collection,0.37,7.5,Moderadamente popular
Mega Man X: Command Mission,0.12,7.2,Menos popular
Mega Man ZX,0.28,8.1,Moderadamente popular
Mega Man ZX Advent,0.33,7.6,Moderadamente popular
Mega Man Zero Collection,0.31,7.5,Moderadamente popular
Men of War,0.03,9.0,Menos popular
Men of War: Assault Squad,0.06,8.0,Menos popular
Mercenaries 2: World in Flames,1.9300000000000002,6.366666666666667,Menos popular
Mercury Meltdown Revolution,0.17,8.0,Moderadamente popular
Metal Gear Ac!d,0.87,7.4,Moderadamente popular
Metal Gear Ac!d 2,0.18,8.3,Moderadamente popular
Metal Gear Online,0.0,8.1,Menos popular
Metal Gear Rising: Revengeance,1.5,9.0,Muy popular
Metal Gear Solid,0.0,8.5,Menos popular
Metal Gear Solid 2: Substance,1.1400000000000001,8.333333333333334,Muy popular
Metal Gear Solid 3: Subsistence,0.55,9.4,Moderadamente popular
Metal Gear Solid HD Collection,0.9,9.149999999999999,Muy popular
Metal Gear Solid V: Ground Zeroes,2.2,8.025,Muy popular
Metal Gear Solid VR Missions,1.18,6.8,Moderadamente popular
Metal Gear Solid: Digital Graphic Novel,0.04,7.6,Menos popular
Metal Gear Solid: Peace Walker,2.08,8.6,Muy popular
Metal Gear Solid: Portable Ops,1.19,8.7,Muy popular
Metal Gear Solid: Portable Ops Plus,0.69,6.9,Moderadamente popular
Metal Gear Solid: Snake Eater 3D,0.42000000000000004,7.9,Moderadamente popular
Metal Gear Solid: The Essential Collection,0.46,9.0,Moderadamente popular
Metal Saga,0.03,6.1,Menos popular
Metal Slug 7,0.14,6.9,Menos popular
Metal Slug XX,0.04,6.9,Menos popular
Meteos,0.23,8.8,Moderadamente popular
Meteos: Disney Magic,0.04,7.3,Menos popular
Metroid Prime Pinball,0.26,7.6,Moderadamente popular
Metroid Prime: Federation Force,0.15,6.3,Menos popular
Metroid Prime: Trilogy,0.61,9.0,Muy popular
Metroid: Other M,1.36,7.7,Moderadamente popular
Metroid: Samus Returns,0.56,9.1,Moderadamente popular
Metroid: Zero Mission,0.84,8.9,Muy popular
MetropolisMania,0.09,6.8,Menos popular
MetropolisMania 2,0.01,4.3,Menos popular
Miami Law,0.1,5.5,Menos popular
Michael Jackson: The Experience,5.24,5.6,Menos popular
Microsoft Flight Simulator,5.12,7.0,Moderadamente popular
Midnight Club 3: DUB Edition,3.66,7.2,Moderadamente popular
Midnight Club: LA Remix,0.99,7.7,Moderadamente popular
Midnight Club: Los Angeles,4.9,8.15,Muy popular
Midway Arcade Treasures,0.17,6.8,Moderadamente popular
Midway Arcade Treasures 2,0.16,7.2,Moderadamente popular
Midway Arcade Treasures 3,0.07,6.1,Menos popular
Midway Arcade Treasures: Extended Play,0.24,5.6,Menos popular
Might & Magic Heroes VI,0.35,7.4,Moderadamente popular
Might & Magic: Clash of Heroes,0.18,8.6,Moderadamente popular
MindJack,0.28,4.55,Menos popular
Minecraft,10.06,7.7,Moderadamente popular
Mini Ninjas,0.71,7.5,Moderadamente popular
Mirror's Edge,2.29,7.65,Moderadamente popular
Mischief Makers,0.43,6.5,Menos popular
Mission: Impossible,1.17,6.6,Moderadamente popular
Mission: Impossible - Operation Surma,0.02,7.3,Menos popular
Mister Mosquito,0.28,6.6,Moderadamente popular
ModNation Racers,1.67,7.9,Muy popular
Monopoly Party,0.13,7.3,Menos popular
Monopoly for Nintendo Switch,0.3,5.3,Menos popular
Monster 4x4: Masters of Metal,0.05,5.1,Menos popular
Monster Boy and the Cursed Kingdom,0.04,8.0,Menos popular
Monster Hunter 3 Ultimate,0.71,8.7,Muy popular
Monster Hunter Generations Ultimate,0.72,7.7,Moderadamente popular
Monster Hunter Stories,0.7,8.1,Muy popular
Monster Hunter: World,0.93,9.4,Muy popular
Monster Tale,0.06,7.7,Menos popular
Monster Truck Madness 64,0.3,5.5,Menos popular
Monsters vs. Aliens,0.17,6.5,Menos popular
"Monsters, Inc. Scream Arena",0.37,3.8,Menos popular
Moon,0.05,6.7,Menos popular
Mortal Kombat,2.7,8.350000000000001,Muy popular
Mortal Kombat (2011),5.73,8.633333333333333,Muy popular
Mortal Kombat vs DC Universe,4.04,7.6,Moderadamente popular
Mortal Kombat: Armageddon,1.29,7.1,Moderadamente popular
Mortal Kombat: Deadly Alliance,2.9000000000000004,8.399999999999999,Muy popular
Mortal Kombat: Deception,2.75,7.333333333333333,Moderadamente popular
Mortal Kombat: Shaolin Monks,0.69,8.0,Muy popular
Mortal Kombat: Unchained,0.74,7.0,Moderadamente popular
MotionSports,0.69,4.1,Menos popular
MotoGP '06,0.14,8.3,Menos popular
MotoGP '07,0.25,7.7,Moderadamente popular
MotoGP 08,0.35,6.8,Moderadamente popular
MotoGP 09/10,0.39,7.0,Moderadamente popular
MotoGP 10/11,0.23,6.0,Menos popular
MotorStorm RC,0.07,8.1,Menos popular
MotorStorm: Apocalypse,0.49,7.6,Moderadamente popular
MotorStorm: Arctic Edge,1.3800000000000001,7.550000000000001,Moderadamente popular
Mount & Blade,0.02,7.2,Menos popular
Mount & Blade: With Fire & Sword,0.0,6.6,Menos popular
Move Fitness,0.21,5.0,Menos popular
Muppet Pinball Mayhem,0.0,7.9,Menos popular
Mushroom Men: The Spore Wars,0.18,7.3,Moderadamente popular
Musynx,0.01,7.5,Menos popular
Mx vs. ATV Reflex,0.72,7.4,Moderadamente popular
My Fitness Coach,2.32,7.1,Moderadamente popular
My Spanish Coach,0.13,7.0,Menos popular
MySims,5.3100000000000005,6.9,Moderadamente popular
MySims Agents,1.05,7.5,Moderadamente popular
MySims SkyHeroes,0.3,6.4,Menos popular
Mystery Case Files: The Malgrave Incident,0.33,6.3,Menos popular
Mystery Dungeon: Shiren the Wanderer,0.52,7.1,Moderadamente popular
Mystic Heroes,0.09,6.8,Menos popular
N3: Ninety-Nine Nights,0.3,6.3,Menos popular
NARC,0.54,5.5,Menos popular
NASCAR,0.1,7.2,Menos popular
NASCAR '14,0.11,7.0,Menos popular
NASCAR 09,0.25,7.1,Moderadamente popular
NASCAR 2011: The Game,0.8,5.433333333333334,Menos popular
NASCAR Thunder 2003,0.31,8.8,Moderadamente popular
NBA,0.21,6.4,Menos popular
NBA 06,0.22,7.2,Moderadamente popular
NBA 07,0.2,6.9,Moderadamente popular
NBA 08,0.03,7.2,Menos popular
NBA 09: The Inside,0.17,8.2,Moderadamente popular
NBA 10 The Inside,0.08,6.5,Menos popular
NBA 2K,0.05,8.9,Menos popular
NBA 2K10,2.55,6.8,Moderadamente popular
NBA 2K11,2.11,8.8,Muy popular
NBA 2K12,4.93,8.866666666666667,Muy popular
NBA 2K13,5.91,8.55,Muy popular
NBA 2K16,6.390000000000001,8.5,Muy popular
NBA 2K17,5.5600000000000005,8.9,Muy popular
NBA 2K18,5.99,7.459999999999999,Moderadamente popular
NBA 2K2,0.12,8.8,Menos popular
NBA 2K6,0.23,8.0,Moderadamente popular
NBA 2K7,1.79,8.275,Muy popular
NBA 2K9,2.3,7.9,Muy popular
NBA Ballers: Rebound,0.1,7.3,Menos popular
NBA Courtside 2002,0.25,7.6,Moderadamente popular
NBA Jam,0.41,8.0,Moderadamente popular
NBA Live 06,0.71,7.3,Moderadamente popular
NBA Live 07,2.34,6.425,Menos popular
NBA Live 08,0.31,6.8,Moderadamente popular
NBA Live 09,0.39,6.1,Menos popular
NBA Live 10,0.78,6.9,Moderadamente popular
NBA Live 2003,0.3,8.4,Moderadamente popular
NBA Live 2004,0.27,8.4,Moderadamente popular
NBA Live 2005,0.45,8.5,Moderadamente popular
NBA Live 99,1.22,8.3,Muy popular
NBA Street Vol. 2,0.54,8.8,Moderadamente popular
NBA Street: Showdown,0.22,7.5,Moderadamente popular
NCAA Football 07,3.36,8.325,Muy popular
NCAA Football 09,0.23,6.5,Menos popular
NCAA Football 09 All-Play,0.16,5.3,Menos popular
NCAA Football 10,2.54,7.8,Muy popular
NCAA Football 11,2.16,7.8,Muy popular
NCAA Football 12,1.83,7.75,Moderadamente popular
NCAA Football 13,2.04,7.3,Moderadamente popular
NCAA Football 14,2.05,7.65,Moderadamente popular
NCAA Football 2003,0.21,9.2,Moderadamente popular
NCAA Football 2004,1.8199999999999998,8.399999999999999,Muy popular
NCAA Gamebreaker,0.26,6.3,Menos popular
NERF N-Strike Elite,1.0,7.5,Moderadamente popular
NFL 2K,1.2,9.7,Muy popular
NFL 2K1,1.09,9.6,Muy popular
NFL 2K3,0.22,9.0,Moderadamente popular
NFL Blitz,1.5,9.1,Muy popular
NFL Blitz 20-03,0.14,7.8,Menos popular
NFL Street,0.35,8.3,Moderadamente popular
NFL Street 2,0.2,8.2,Moderadamente popular
NFL Street 2 Unleashed,0.37,7.4,Moderadamente popular
NFL Street 3,0.27,6.7,Moderadamente popular
NHL 07,0.98,7.6,Moderadamente popular
NHL 09,0.5,9.0,Moderadamente popular
NHL 10,1.23,9.1,Muy popular
NHL 11,1.3199999999999998,8.8,Muy popular
NHL 12,1.2799999999999998,8.7,Muy popular
NHL 13,1.34,8.25,Muy popular
NHL 2K10,0.6499999999999999,7.099999999999999,Moderadamente popular
NHL 2K11,0.27,6.3,Menos popular
NHL 2K6,0.1,7.3,Menos popular
NHL 2K7,0.22,7.966666666666666,Moderadamente popular
NHL FaceOff 2001,0.43000000000000005,5.9,Menos popular
NHL Slapshot,0.42,7.6,Moderadamente popular
NPPL Championship Paintball 2009,0.12,4.9,Menos popular
Namco Museum,0.63,5.3,Menos popular
Namco Museum Arcade Pac,0.11,7.8,Menos popular
Namco Museum Battle Collection,1.09,7.9,Muy popular
Namco Museum: Virtual Arcade,0.31,7.0,Moderadamente popular
Nano Assault,0.08,6.0,Menos popular
Napoleon Dynamite: The Game,0.04,4.3,Menos popular
Napoleon: Total War,0.67,8.5,Muy popular
Naruto Powerful Shippuden,0.16,8.0,Moderadamente popular
Naruto Shippuden: Dragon Blade Chronicles,0.18,4.3,Menos popular
Naruto Shippuden: Kizuna Drive,0.14,7.0,Menos popular
Naruto Shippuden: Legends: Akatsuki Rising,0.15,5.8,Menos popular
Naruto Shippuden: Ultimate Ninja Storm 2,0.78,7.6,Moderadamente popular
Naruto: Clash of Ninja 2,1.04,7.4,Moderadamente popular
Naruto: Rise of a Ninja,0.33,7.8,Moderadamente popular
Naruto: The Broken Bond,0.59,7.6,Moderadamente popular
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,0.16,6.2,Menos popular
Naruto: Ultimate Ninja Storm,1.07,7.8,Muy popular
Naughty Bear,0.85,4.45,Menos popular
Need for Speed (2015),3.46,6.85,Moderadamente popular
Need for Speed Carbon,6.38,7.614285714285715,Moderadamente popular
Need for Speed Carbon: Own the City,2.42,7.4,Moderadamente popular
Need for Speed Underground,7.2,8.6,Muy popular
Need for Speed Underground 2,9.61,7.6000000000000005,Moderadamente popular
Need for Speed Underground Rivals,1.32,7.6,Moderadamente popular
Need for Speed: Hot Pursuit,5.84,7.9,Muy popular
Need for Speed: Hot Pursuit 2,3.73,7.7749999999999995,Moderadamente popular
Need for Speed: Most Wanted,7.220000000000001,8.475,Muy popular
Need for Speed: Most Wanted (2012),5.75,8.26,Muy popular
Need for Speed: Most Wanted 5-1-0,2.09,7.4,Moderadamente popular
Need for Speed: Nitro,1.21,7.1,Moderadamente popular
Need for Speed: Payback,2.93,6.066666666666666,Menos popular
Need for Speed: ProStreet,4.87,6.633333333333333,Moderadamente popular
Need for Speed: Shift,4.62,8.233333333333333,Muy popular
Need for Speed: Shift 2 Unleashed,1.3,8.5,Muy popular
Need for Speed: The Run,3.38,5.9,Menos popular
Need for Speed: Undercover,4.52,5.866666666666667,Menos popular
Neo Contra,0.21,6.9,Moderadamente popular
Neon Genesis Evangelion,0.06,5.6,Menos popular
Neverwinter Nights 2,0.02,8.0,Menos popular
Neverwinter Nights 2: Mask of the Betrayer,0.01,8.0,Menos popular
Neverwinter Nights 2: Storm of Zehir,0.01,7.2,Menos popular
New Gundam Breaker,0.13,2.8,Menos popular
New International Track & Field,0.08,7.4,Menos popular
New Play Control! Pikmin,0.64,7.7,Moderadamente popular
New Play Control! Pikmin 2,0.61,8.7,Muy popular
Ni no Kuni II: Revenant Kingdom,0.89,8.7,Muy popular
NiGHTS into dreams...,0.43,9.1,Moderadamente popular
NiGHTS: Journey of Dreams,0.41,7.0,Moderadamente popular
Nickelodeon Kart Racers,0.13,2.0,Menos popular
NieR,0.9199999999999999,6.5,Menos popular
Night at the Museum: Battle of the Smithsonian,0.11,5.4,Menos popular
Nightmare Creatures,0.26,7.1,Moderadamente popular
Ninja Blade,0.33,6.7,Moderadamente popular
Ninja Gaiden 3: Razor's Edge,0.19,6.5,Menos popular
Ninja Gaiden Black,0.09,9.5,Menos popular
Ninja Gaiden Sigma 2,0.85,8.5,Muy popular
Nintendo Labo: Toy-Con 02 Robot Kit,0.36,7.0,Moderadamente popular
Nintendo Labo: Toy-Con 03 Vehicle Kit,0.41,7.0,Moderadamente popular
Nintendo Pocket Football Club,0.12,7.0,Menos popular
No Man's Sky,2.26,6.8,Moderadamente popular
No More Heroes,0.56,8.2,Moderadamente popular
No More Heroes 2: Desperate Struggle,0.4,8.5,Moderadamente popular
No More Heroes: Heroes' Paradise,0.2,7.4,Moderadamente popular
Nostalgia,0.19,7.2,Moderadamente popular
Obscure,0.07,6.8,Menos popular
Obscure: The Aftermath,0.09,6.5,Menos popular
Octomania,0.06,6.7,Menos popular
Odama,0.11,6.5,Menos popular
Oddworld: Abe's Exoddus,0.99,8.6,Muy popular
Oddworld: Abe's Oddysee,1.24,8.3,Muy popular
Odin Sphere,0.56,8.0,Moderadamente popular
Ogre Battle 64: Person of Lordly Caliber,0.41,9.1,Moderadamente popular
Ogre Battle Saga Episode Five: The March of the Black Queen,0.2,7.6,Moderadamente popular
Ogre Battle Series: Tactics Ogre,0.08,7.9,Menos popular
OkamiDen,0.43,8.3,Moderadamente popular
One Piece: Pirate Warriors 3 - Deluxe Edition,0.06,8.5,Menos popular
Open Season,0.5900000000000001,6.444444444444445,Menos popular
Operation Flashpoint: Dragon Rising,1.9100000000000001,7.433333333333334,Moderadamente popular
Operation Flashpoint: Red River,0.67,6.933333333333334,Moderadamente popular
Opoona,0.1,6.4,Menos popular
Otomedius Excellent,0.18,7.0,Moderadamente popular
Over G Fighters,0.22,5.1,Menos popular
Over the Hedge,1.27,6.725,Moderadamente popular
Overcooked Special Edition,0.11,8.4,Menos popular
Overcooked! 2,0.29,8.4,Moderadamente popular
Overlord,0.4,7.7,Moderadamente popular
Overlord: Dark Legend,0.37,7.0,Moderadamente popular
Overwatch,8.18,9.0,Muy popular
Owlboy,0.05,9.0,Menos popular
P.N.03 - Product Number Three,0.08,6.3,Menos popular
PES 2009: Pro Evolution Soccer,3.36,7.8,Muy popular
PGR3 - Project Gotham Racing 3,0.6,8.8,Muy popular
PGR4 - Project Gotham Racing 4,2.04,8.6,Muy popular
PGR: Project Gotham Racing 2,1.67,8.9,Muy popular
Pac-Man & Galaga Dimensions,0.19,5.7,Menos popular
Pac-Man Fever,0.28,5.1,Menos popular
Pac-Man World 2,0.37,7.5,Moderadamente popular
Pac-Pix,0.27,6.8,Moderadamente popular
Panzer Dragoon Orta,0.26,8.8,Moderadamente popular
Panzer Dragoon Saga,0.11,9.1,Menos popular
Paper Mario,0.0,9.0,Menos popular
Paper Mario: Color Splash,0.87,7.4,Moderadamente popular
Paperboy,0.24,8.0,Moderadamente popular
Patapon,0.82,8.7,Muy popular
Patapon 2,0.11,8.2,Menos popular
Patapon 3,0.28,7.4,Moderadamente popular
Patrician IV,0.04,6.7,Menos popular
Payday 2,0.44,5.75,Menos popular
PenPen TriIceLon,0.06,5.8,Menos popular
Penny-Punching Princess,0.03,6.5,Menos popular
Penumbra: Overture,0.0,6.9,Menos popular
Persona,0.45,8.1,Moderadamente popular
Persona 2: Eternal Punishment,0.35,8.7,Moderadamente popular
Peter Jackson's King Kong: The Official Game of the Movie,0.69,7.333333333333333,Moderadamente popular
Petz Catz Clan,0.55,5.0,Menos popular
Petz Monkeyz House,0.22,5.5,Menos popular
Petz Sports,0.47,5.0,Menos popular
Petz: Crazy Monkeyz,0.26,3.5,Menos popular
Phalanx,0.0,5.0,Menos popular
Phantasy Star Collection,0.11,7.9,Menos popular
Phantasy Star Online,0.2,8.9,Moderadamente popular
Phantasy Star Online Episode I & II,0.6,8.2,Muy popular
Phantasy Star Online Episode III: C.A.R.D. Revolution,0.08,7.4,Menos popular
Phantasy Star Online Ver. 2,0.19,8.3,Moderadamente popular
Phantasy Star Universe,0.12,6.5,Menos popular
Phantom Brave: The Hermuda Triangle,0.1,7.2,Menos popular
Phantom Brave: We Meet Again,0.13,7.6,Menos popular
Phantom Dust,0.11,8.2,Menos popular
Philosoma,0.05,5.0,Menos popular
Phineas and Ferb: Across the 2nd Dimension,0.32,6.8,Moderadamente popular
Phoenix Wright: Ace Attorney,0.93,8.1,Muy popular
Phoenix Wright: Ace Attorney - Dual Destinies,0.38,8.1,Moderadamente popular
Phoenix Wright: Ace Attorney - Justice for All,0.53,7.6,Moderadamente popular
Phoenix Wright: Ace Attorney - Trials and Tribulations,0.62,7.9,Muy popular
Phoenix Wright: Ace Attorney: Spirit of Justice,0.29,8.1,Moderadamente popular
Picross 3D,0.5,8.7,Moderadamente popular
Picross 3D Round 2,0.12,8.6,Menos popular
Picross DS,0.5,8.4,Moderadamente popular
Pillars of Eternity,0.16,8.3,Moderadamente popular
PilotWings Resort,0.96,6.9,Moderadamente popular
Pimp My Ride,0.11,3.8,Menos popular
Pinball Hall of Fame: The Gottlieb Collection,0.23,7.2,Moderadamente popular
Pinball Hall of Fame: The Williams Collection,0.11,8.0,Menos popular
Pirates of Black Cove,0.01,5.5,Menos popular
Pirates of the Caribbean: At World's End,0.42,6.0,Menos popular
Pirates of the Caribbean: Dead Man's Chest,0.28,4.3,Menos popular
PixelJunk Monsters Deluxe,0.12,8.7,Menos popular
Planescape: Torment,0.03,8.8,Menos popular
Planet 51,0.11,5.7,Menos popular
Planet Puzzle League,0.33,8.6,Moderadamente popular
Plants vs Zombies: Garden Warfare,1.8399999999999999,7.8,Muy popular
Plants vs. Zombies,1.3800000000000001,8.5,Muy popular
PlayStation Move Ape Escape,0.04,4.0,Menos popular
PlayStation Move Heroes,0.18,4.8,Menos popular
Pocket Pool,0.04,3.4,Menos popular
Pocket Racers,0.01,3.8,Menos popular
Poi,0.07,5.0,Menos popular
PokéPark 2: Wonders Beyond,0.76,6.5,Menos popular
Pokémon Art Academy,0.5,7.8,Moderadamente popular
Pokémon Channel,0.38,5.2,Menos popular
Pokémon Dash,0.77,5.3,Menos popular
Pokémon Rumble U,0.0,5.7,Menos popular
Pokémon Rumble World,0.11,7.0,Menos popular
Polarium,0.26,7.6,Moderadamente popular
Poochy & Yoshi's Woolly World,0.55,7.5,Moderadamente popular
Portal 2,3.79,9.6,Muy popular
Portal Runner,0.13,6.7,Menos popular
Power Gig: Rise of the SixString,0.26,3.45,Menos popular
Power Rangers: Dino Thunder,0.4,5.3,Menos popular
Power Stone,0.14,8.6,Menos popular
PowerUp Heroes,0.3,4.0,Menos popular
Prey,0.36,8.35,Moderadamente popular
Primal,0.43,7.1,Moderadamente popular
Prince of Persia,2.08,8.25,Muy popular
Prince of Persia Trilogy,0.51,8.3,Moderadamente popular
Prince of Persia: Revelations,0.21,6.3,Menos popular
Prince of Persia: Rival Swords,0.29,7.0,Moderadamente popular
Prince of Persia: The Forgotten Sands,0.86,7.5,Moderadamente popular
Prince of Persia: The Sands of Time,3.48,9.0,Muy popular
Prince of Persia: The Two Thrones,0.15,8.7,Menos popular
Prince of Persia: Warrior Within,0.2,8.2,Moderadamente popular
"Prinny 2: Dawn of Operation Panties, Dood!",0.11,6.3,Menos popular
Prinny: Can I Really Be the Hero?,0.11,7.2,Menos popular
Prison Break: The Conspiracy,0.45999999999999996,3.033333333333333,Menos popular
Pro Evolution Soccer 2008,6.2,7.699999999999999,Moderadamente popular
Pro Evolution Soccer 2010,5.17,7.325,Moderadamente popular
Pro Evolution Soccer 2011,3.08,6.0,Menos popular
Pro Evolution Soccer 2011 3D,0.38,7.5,Moderadamente popular
Pro Evolution Soccer 2012,2.78,7.3999999999999995,Moderadamente popular
Pro Evolution Soccer 2014,1.4400000000000002,8.166666666666666,Muy popular
Professor Layton and the Azran Legacy,0.81,8.0,Muy popular
Professor Layton vs Ace Attorney,0.82,8.1,Muy popular
Project CARS 2,0.75,8.85,Muy popular
Project Sylpheed: Arc of Deception,0.15,6.7,Menos popular
Project X Zone 2,0.19,6.6,Moderadamente popular
Pryzm Chapter One: The Dark Unicorn,0.12,6.3,Menos popular
Psychonauts,0.21,8.733333333333334,Moderadamente popular
Puchi Puchi Virus,0.09,7.4,Menos popular
Pure,3.3600000000000003,7.65,Moderadamente popular
Pure (JP sales),0.0,7.0,Menos popular
Pure Farming 2018,0.04,7.0,Menos popular
Pure Futbol,0.42,3.9,Menos popular
Pursuit Force,0.17,7.4,Moderadamente popular
Pursuit Force: Extreme Justice,0.17,7.4,Moderadamente popular
Puyo Pop Fever,0.01,7.9,Menos popular
Puzzle Challenge: Crosswords and More!,0.2,6.4,Menos popular
Puzzle Chronicles,0.1,6.5,Menos popular
Quake 4,0.39,7.699999999999999,Moderadamente popular
Quest 64,0.47,5.4,Menos popular
R-Type Final,0.19,8.1,Moderadamente popular
R.U.S.E.,1.03,8.0,Muy popular
R4: Ridge Racer Type 4,2.06,9.1,Muy popular
R: Racing Evolution,0.08,6.1,Menos popular
RIFT,0.7,8.3,Muy popular
RPG Maker 3,0.06,7.0,Menos popular
RPG Maker: Fes,0.07,7.0,Menos popular
Rabbids Go Home,1.8499999999999999,8.4,Muy popular
Rabbids Land,0.03,6.1,Menos popular
Racquet Sports,0.34,4.2,Menos popular
Radiant Historia,0.3,8.5,Moderadamente popular
Radiant Historia: Perfect Chronology,0.21,8.1,Moderadamente popular
Radiant Silvergun,0.03,9.0,Menos popular
Rage,3.29,7.866666666666667,Muy popular
Ragnarok DS,0.22,7.0,Moderadamente popular
Raiden IV,0.12,7.0,Menos popular
Railroad Tycoon 3,0.03,8.8,Menos popular
Railroad Tycoon II,0.11,6.6,Menos popular
Ratatouille,4.41,6.166666666666667,Menos popular
Ratchet & Clank: Quest for Booty,0.55,7.6,Moderadamente popular
Ratchet & Clank: Size Matters,3.75,8.5,Muy popular
Rave Master,0.05,6.8,Menos popular
Raving Rabbids: Travel in Time 3D,0.38,5.8,Menos popular
Rayman,3.03,7.0,Moderadamente popular
Rayman 2: Revolution,0.3,8.7,Moderadamente popular
Rayman 2: The Great Escape,0.96,8.933333333333332,Muy popular
Rayman 3,0.14,7.9,Menos popular
Rayman 3: Hoodlum Havoc,0.45999999999999996,7.575,Moderadamente popular
Rayman 3D,0.64,6.3,Menos popular
Rayman Arena,0.81,5.75,Menos popular
Rayman DS,0.26,5.4,Menos popular
Rayman Legends,1.37,7.0,Moderadamente popular
Rayman Origins,1.78,8.75,Muy popular
Rayman Raving Rabbids,1.63,6.95,Moderadamente popular
Rayman Raving Rabbids 2,1.84,6.6,Moderadamente popular
Rayman Raving Rabbids: TV Party,2.03,7.1,Moderadamente popular
Rayman: Hoodlum's Revenge,0.06,6.2,Menos popular
Ready 2 Rumble Boxing,1.67,7.699999999999999,Moderadamente popular
Ready 2 Rumble Boxing: Round 2,1.57,6.525,Menos popular
Ready 2 Rumble Revolution,0.16,3.1,Menos popular
Real Heroes: Firefighter,0.64,7.4,Moderadamente popular
Record of Agarest War,0.2,7.0,Moderadamente popular
Record of Agarest War Zero,0.23,6.35,Menos popular
Red Dead Redemption,13.07,9.5,Muy popular
Red Dead Redemption 2,13.94,9.8,Muy popular
Red Dead Redemption: Undead Nightmare,2.29,10.0,Muy popular
Red Faction,1.92,8.6,Muy popular
Red Faction II,1.65,7.95,Muy popular
Red Faction: Armageddon,0.8500000000000001,7.05,Moderadamente popular
Red Faction: Guerrilla,1.64,8.433333333333334,Muy popular
Red Orchestra 2: Heroes of Stalingrad,0.13,7.7,Menos popular
